node_id,name,original_name,former_name,jurisdiction,jurisdiction_description,company_type,address,internal_id,incorporation_date,inactivation_date,struck_off_date,dorm_date,status,service_provider,ibcRUC,country_codes,countries,sourceID,valid_until,note
240400053,DIGITAL BRIGHT INVESTMENT LIMITED ( 訊暉投資有限公司),,,HKG,Hong Kong,,,,,,,,,,1627379,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400054,DITRAN LIMITED,,,HKG,Hong Kong,,,,,,,,,,1441752,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400055,DJ MAG ASIA LIMITED,,,HKG,Hong Kong,,,,,,,,,,2800897,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2019,
240400056,DKORAM LIMITED,,,HKG,Hong Kong,,,,,,,,,,1605017,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400057,DONNA MODA LIMITED ( 黛娜歐洲時裝批發有限公司),,,HKG,Hong Kong,,,,,,,,,,1131252,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400058,DOOSAN (HONG KONG) LIMITED ( 斗山(香港)有限公司),,,HKG,Hong Kong,,,,,,,,,,73401,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400059,DOOSAN ELECTRO-MATERIALS (HONG KONG) LIMITED (  斗山電子 (香港 )有限公司),,,HKG,Hong Kong,,,,,,,,,,615350,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400060,DRAGON CHARTERING LIMITED,,,HKG,Hong Kong,,,,,,,,,,1391462,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400061,DRAGON ONE INVESTMENT LIMITED ( 龍倡投資有限公司),,,HKG,Hong Kong,,,,,,,,,,2830112,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400062,DRAGON TRENDY INVESTMENT LIMITED (龍輝投資有限公司),,,HKG,Hong Kong,,,,,,,,,,1677216,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400063,DREAM MAKER ENTERTAINMENT LIMITED,,,HKG,Hong Kong,,,,,,,,,,1066046,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400064,DSECARGONET (HK) LIMITED,,,HKG,Hong Kong,,,,,,,,,,841644,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400065,E GREEN GLOBAL HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,1672128,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400066,EASTERN UNITY LIMITED ( 東雄有限公司),,,HKG,Hong Kong,,,,,,,,,,1989686,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400067,ECOS (HONG KONG) CO. LIMITED,,,HKG,Hong Kong,,,,,,,,,,2171482,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400068,EMB HK LIMITED,,,HKG,Hong Kong,,,,,,,,,,2301156,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400069,EVER PROSPER (ASIA) LIMITED ( 永寶 (亞洲 )有限公司),,,HKG,Hong Kong,,,,,,,,,,2355344,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400070,EXPORTKOREA LIMITED,,,HKG,Hong Kong,,,,,,,,,,1826855,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400071,FERTILIZER RESOURCES INVESTMENT LIMITED,,,HKG,Hong Kong,,,,,,,,,,1938976,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400072,FIDELIS (H.K.) LIMITED,,,HKG,Hong Kong,,,,,,,,,,2571789,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400073,FILA SPORT (HONG KONG) LIMITED,,,HKG,Hong Kong,,,,,,,,,,228709,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400074,FLYING MOUNTAINS LIMITED ( 飛山科技有限公司),,,HKG,Hong Kong,,,,,,,,,,1540984,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2020,
240400075,FORTUNE WISER LIMITED ( 業盈有限公司),,,HKG,Hong Kong,,,,,,,,,,1867833,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400076,FOUNT CHINA LIMITED,,,HKG,Hong Kong,,,,,,,,,,2535784,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400077,GCC INTERNATIONAL LIMITED ( 思朗國際有限公司),,,HKG,Hong Kong,,,,,,,,,,1030786,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400078,GG56 CORPORATION LIMITED,,,HKG,Hong Kong,,,,,,,,,,2351032,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2020,
240400079,"GLASS TREE CO., LIMITED -THE-",,,HKG,Hong Kong,,,,,,,,,,2570674,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400080,GLOBAL CHURCH SCHOOL FELLOWSHIP LIMITED ( 國際教會學校協會有限公司),,,HKG,Hong Kong,,,,,,,,,,1432344,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400081,GOLD FOUNDER LIMITED ( 金超有限公司),,,HKG,Hong Kong,,,,,,,,,,1753960,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400082,GRANDLY INTERNATIONAL LIMITED ( 鈞利國際有限公司),,,HKG,Hong Kong,,,,,,,,,,738149,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400083,GRANTEC (HONG KONG) CO. LIMITED ( 香港格聯特貿易有限公司),,,HKG,Hong Kong,,,,,,,,,,2171477,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400084,GREEN GROUND LIMITED,,,HKG,Hong Kong,,,,,,,,,,1191137,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400085,"H & RG SCIENCE CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,1080148,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400086,"HANYU CHINA CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,1488241,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400087,HARLAN HOLDEN APAC LIMITED,,,HKG,Hong Kong,,,,,,,,,,2778732,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2019,
240400088,HARMONIUM CAPITAL LIMITED,,,HKG,Hong Kong,,,,,,,,,,1370235,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400089,HB TRADING HK LIMITED,,,HKG,Hong Kong,,,,,,,,,,2916385,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400090,"HDG INVESTMENT CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,2165436,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2019,
240400091,HEAD RIGHT LIMITED ( 首正有限公司),,,HKG,Hong Kong,,,,,,,,,,1924603,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400092,HENLIUS HONG KONG HOLDINGS LIMITED,,,HKG,Hong Kong,,,,,,,,,,2357373,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400093,"HIGHTECHSIDUS CO., LIMITED ( 旺運實業有限公司)",,,HKG,Hong Kong,,,,,,,,,,2024132,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400094,HIMTON LIMITED ( 合滙有限公司),,,HKG,Hong Kong,,,,,,,,,,1885884,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400095,HONG FUNG LIMITED ( 康豐有限公司),,,HKG,Hong Kong,,,,,,,,,,,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400096,HONG FUNG LIMITED ( 康豐有限公司),,,HKG,Hong Kong,,,,,,,,,,912086,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400097,HONG IN LIMITED,,,HKG,Hong Kong,,,,,,,,,,1768009,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400098,HONG KONG CARVERKOREA LIMITED,,,HKG,Hong Kong,,,,,,,,,,2326944,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400099,HONG KONG ELIM PRESBYTERIAN CHURCH LIMITED (  香港以琳教會有限公司),,,HKG,Hong Kong,,,,,,,,,,814653,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400100,HONG KONG NWC LIMITED,,,HKG,Hong Kong,,,,,,,,,,2230677,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400101,HONG KONG ZHUHAI XIANGZHOU ASSOCIATION LIMITED (  香港珠海香洲聯誼會有限公司),,,HKG,Hong Kong,,,,,,,,,,2739560,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400102,HONOUR PLUS INC LIMITED ( 灃邦有限公司),,,HKG,Hong Kong,,,,,,,,,,2247603,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2020,
240400103,HOPE FORD INVESTMENT LIMITED ( 合俊投資有限公司),,,HKG,Hong Kong,,,,,,,,,,1226559,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400104,HOTEL LOTTE HOLDINGS HK LIMITED,,,HKG,Hong Kong,,,,,,,,,,1967959,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400105,HT MEMORY LIMITED,,,HKG,Hong Kong,,,,,,,,,,2103793,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400106,I-SENS HONG KONG LIMITED ( 愛森斯香港有限公司),,,HKG,Hong Kong,,,,,,,,,,1950453,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400107,I.S. NOMINEE LIMITED,,,HKG,Hong Kong,,,,,,,,,,950798,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400108,"IDK CO., LIMITED ( 東廣國際有限公司)",,,HKG,Hong Kong,,,,,,,,,,1060273,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400109,IL SHIN CORPORATE CONSULTING LIMITED,,,HKG,Hong Kong,,,,,,,,,,909379,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400110,IL SHIN CPA LIMITED,,,HKG,Hong Kong,,,,,,,,,,1101622,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400111,IL SHIN GLOBAL LIMITED,,,HKG,Hong Kong,,,,,,,,,,,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2019,
240400112,INCREX INTERNATIONAL LIMITED ( 英科瑞國際有限公司),,,HKG,Hong Kong,,,,,,,,,,2442794,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400113,INFOTEC LIMITED ( 訊達有限公司),,,HKG,Hong Kong,,,,,,,,,,1699499,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400114,INSTER HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,2718889,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2019,
240400115,INTERBEX TECHNOLOGY (HONG KONG) COMPANY LIMITED,,,HKG,Hong Kong,,,,,,,,,,2065891,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400116,"INTERMEDIA P&H HK CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,2340199,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400117,INTERNATIONAL CHINESE ACADEMY EDUCATION LIMITED,,,HKG,Hong Kong,,,,,,,,,,2299287,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400118,J&PARTNERS LIMITED,,,HKG,Hong Kong,,,,,,,,,,2206428,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400119,JAGEER LIMITED,,,HKG,Hong Kong,,,,,,,,,,965965,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400120,JEBON ASIA LIMITED ( 濟本有限公司),,,HKG,Hong Kong,,,,,,,,,,914824,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400121,JG CHRISTIAN CHARITY FOUNDATION LIMITED,,,HKG,Hong Kong,,,,,,,,,,2122869,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400122,"JINYOUNG (H.K.) ELECTRO-MECHANICS CO., LIMITED ( 珍迎(香港)電機有限公司)",,,HKG,Hong Kong,,,,,,,,,,984585,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400123,JJ EYEWORKS LIMITED,,,HKG,Hong Kong,,,,,,,,,,2016502,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2019,
240400124,JM GLOBAL RESOURCES LIMITED,,,HKG,Hong Kong,,,,,,,,,,1381658,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400125,JM NETWORKS HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400126,"JNJ ASSET MANAGEMENT CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,1552653,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400127,JOINT TACT LIMITED ( 群訊有限公司),,,HKG,Hong Kong,,,,,,,,,,1388839,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400128,JOYCO LIMITED,,,HKG,Hong Kong,,,,,,,,,,1248600,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400129,"JS ASIA INVESTMENT CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,863184,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400130,"JULSY HOLDINGS CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,2023638,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400131,JUPITER PARTNERS LIMITED,,,HKG,Hong Kong,,,,,,,,,,2351032,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400132,JY HONG KONG COMMERCE LIMITED,,,HKG,Hong Kong,,,,,,,,,,2697219,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400133,"K&I HK CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,2045639,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400134,KAMCO GLOBAL INVESTMENT II LIMITED,,,HKG,Hong Kong,,,,,,,,,,1340567,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400135,KIWOOM HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,2720805,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2019,
240400136,KIWOOM HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,1672128,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400137,"KJPRETECH ASIA HOLDINGS CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,810267,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400138,KOLON CHINA (HK) COMPANY LIMITED,,,HKG,Hong Kong,,,,,,,,,,1790193,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400139,"KOLON WORLD INVESTMENT CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,1601720,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400140,KOR-KAZ CNG INVESTMENT LIMITED,,,HKG,Hong Kong,,,,,,,,,,1681347,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400141,"KOREA CARBON INTERNATIONAL CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,1369209,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400142,KT HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,779882,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400143,"KT HONG KONG TELECOMMUNICATIONS CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,2344940,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400144,KTI HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,1702743,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400145,KUMHO CONSTRUCTION & ENGINEERING (H.K.) LIMITED (  錦湖建設 (香港 )有限公司),,,HKG,Hong Kong,,,,,,,,,,503005,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400146,"KUMHO HOLDINGS (H.K.) CO., LIMITED ( 錦湖控股 (香港 )有限公司)",,,HKG,Hong Kong,,,,,,,,,,1076907,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400147,"KUMHO PETRO-HOLDINGS (H.K.) CO., LIMITED (錦湖石化控股(香港)有限公司)",,,HKG,Hong Kong,,,,,,,,,,1079623,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400148,KUMHO TIRE (H.K.) CO. LIMITED,,,HKG,Hong Kong,,,,,,,,,,932400,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400149,LANTU GAMES LIMITED ( 藍圖遊戲有限公司),,,HKG,Hong Kong,,,,,,,,,,2280305,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400150,"LASERVALL ASIA CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,838380,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400151,LFG HOLDINGS LIMITED ( 連我環球控股有限公司),,,HKG,Hong Kong,,,,,,,,,,2596117,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400152,LLARISSA INTERNATIONAL LIMITED,,,HKG,Hong Kong,,,,,,,,,,2528084,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400153,LOTTE ASSET MANAGEMENT (HONG KONG) LIMITED (樂天資產管理(香港)有限公司),,,HKG,Hong Kong,,,,,,,,,,1877650,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400154,"LOTTE CINEMA HONG KONG CO., LIMITED ( 樂天戲院 (香港 )有限公司)",,,HKG,Hong Kong,,,,,,,,,,2458831,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400155,LOTTE HOLDINGS HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,1074409,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400156,LOTTE PROPERTIES (CHENGDU) HK LIMITED (樂天地産(成都)香港有限公司),,,HKG,Hong Kong,,,,,,,,,,1381863,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400157,LOTTE PROPERTIES (SHENYANG) LIMITED ( 樂天地産 (瀋陽 )有限公司),,,HKG,Hong Kong,,,,,,,,,,1198612,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400158,LOTTE SHOPPING BUSINESS MANAGEMENT (HONG KONG) LIMITED ( 樂天購物(香港)商務管理有限公司),,,HKG,Hong Kong,,,,,,,,,,1686125,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400159,"LOTTE SHOPPING HOLDINGS (HONG KONG) CO., LIMITED (樂天購物(香港)控股有限公司)",,,HKG,Hong Kong,,,,,,,,,,1264293,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400160,LUPUS LIMITED,,,HKG,Hong Kong,,,,,,,,,,92131,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400161,"MAEIL DAIRIES HONG KONG CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,2294801,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400162,MALEEVA LIMITED,,,HKG,Hong Kong,,,,,,,,,,543937,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400163,MAYAN ECLIPSE HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,2476210,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400164,METALABS HONGKONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,2738238,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2019,
240400165,"MF&C CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,1672849,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400166,"MK ELECTRON (H.K.) CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,1275914,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400167,MONTEBELLUNA LIMITED,,,HKG,Hong Kong,,,,,,,,,,1891888,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400168,MS GLOBAL HOLDINGS LIMITED,,,HKG,Hong Kong,,,,,,,,,,2363342,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400169,MSIC HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,1656689,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400170,MSQUARED MANAGEMENT LIMITED,,,HKG,Hong Kong,,,,,,,,,,2110983,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400171,MTM FOUNDATION LIMITED,,,HKG,Hong Kong,,,,,,,,,,2694504,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400172,MUJIMA LIMITED,,,HKG,Hong Kong,,,,,,,,,,,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400173,MUTUAL PLANNER LIMITED ( 浩益有限公司),,,HKG,Hong Kong,,,,,,,,,,2625191,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400174,NAVIER STOKES INTERNATIONAL LIMITED,,,HKG,Hong Kong,,,,,,,,,,1832018,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400175,"NEOWIZ GAMES ASIA CO., LIMITED ( 新遊亞洲有限公司)",,,HKG,Hong Kong,,,,,,,,,,1132775,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
