node_id,name,original_name,former_name,jurisdiction,jurisdiction_description,company_type,address,internal_id,incorporation_date,inactivation_date,struck_off_date,dorm_date,status,service_provider,ibcRUC,country_codes,countries,sourceID,valid_until,note
240400176,NEOWIZ PLAY STUDIO HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,863184,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400177,NEOWIZ PLAY STUDIO HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2019,
240400178,"NETRUCK FRANZ CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,1877831,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400179,NEWLAKE ALLIANCE ASIA LIMITED,,,HKG,Hong Kong,,,,,,,,,,2251437,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400180,NEWSYSTOCK HONG KONG LIMITED ( 牛市通有限公司),,,HKG,Hong Kong,,,,,,,,,,2482528,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400181,"NEX DISPLAY ASIA HOLDINGS CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,2036988,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400182,NHN ENTERTAINMENT GREATER CHINA LIMITED,,,HKG,Hong Kong,,,,,,,,,,1999294,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400183,NHN GREATER CHINA LIMITED,,,HKG,Hong Kong,,,,,,,,,,1999294,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2019,
240400184,NISSI ELECTRONICS LIMITED,,,HKG,Hong Kong,,,,,,,,,,1354953,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400185,NOBLE CREATOR LIMITED ( 豪康有限公司),,,HKG,Hong Kong,,,,,,,,,,1721480,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400186,NOETICS LIMITED,,,HKG,Hong Kong,,,,,,,,,,2256728,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400187,"NOROO HOLDINGS (H.K.) CO., LIMITED ( 納路控股(香港)有限公司)",,,HKG,Hong Kong,,,,,,,,,,1142173,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2020,
240400188,NORTON HOUSE EDUCATION LIMITED ( 諾德教育有限公司),,,HKG,Hong Kong,,,,,,,,,,2199646,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400189,NUMBER ANALYTICS ASIA LIMITED,,,HKG,Hong Kong,,,,,,,,,,2548807,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400190,OASIS FOUNDATION LIMITED,,,HKG,Hong Kong,,,,,,,,,,1795618,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400191,OCEAN MARITIME HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,1127328,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400192,OFMOM COMPANY LIMITED ( 高麗之母有限公司),,,HKG,Hong Kong,,,,,,,,,,1151972,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400193,ONE SOCCER LIMITED,,,HKG,Hong Kong,,,,,,,,,,,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2019,
240400194,"P&G INTERNATIONAL CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,975562,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400195,PARMI HK LIMITED ( 八美香港有限公司),,,HKG,Hong Kong,,,,,,,,,,2266640,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400196,PD SPORTS (HONG KONG) LIMITED (  (),,,HKG,Hong Kong,,,,,,,,,,1472114,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2019,
240400197,PETERHOUSE INTERNATIONAL PRESCHOOL LIMITED (  (),,,HKG,Hong Kong,,,,,,,,,,2138025,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400198,PLUSPLAY LIMITED ( 加玩有限公司),,,HKG,Hong Kong,,,,,,,,,,,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400199,POONGSAN (H.K.) LIMITED ( 豐山(香港)有限公司),,,HKG,Hong Kong,,,,,,,,,,334521,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400200,POSCO ASIA COMPANY LIMITED ( 浦亞實業有限公司),,,HKG,Hong Kong,,,,,,,,,,160790,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400201,POSEIDON GLOBAL TRADING (HK) LIMITED,,,HKG,Hong Kong,,,,,,,,,,2587833,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2019,
240400202,PPB HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,2323566,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400203,REDBEAN CONSULTING LIMITED,,,HKG,Hong Kong,,,,,,,,,,2545486,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400204,ROTORUA (HONG KONG) COMPANY LIMITED,,,HKG,Hong Kong,,,,,,,,,,1872015,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400205,ROYAL INSPECTION INTERNATIONAL LIMITED,,,HKG,Hong Kong,,,,,,,,,,2297613,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400206,S & G HOLDINGS LIMITED,,,HKG,Hong Kong,,,,,,,,,,1075434,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2019,
240400207,S&S INTERNATIONAL LIMITED ( 蘇辛國際有限公司),,,HKG,Hong Kong,,,,,,,,,,2931562,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2020,
240400208,SAE-A HK LIMITED,,,HKG,Hong Kong,,,,,,,,,,1605017,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400209,SAE-A HK LIMITED,,,HKG,Hong Kong,,,,,,,,,,,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400210,SAEHAN HOLDINGS LIMITED ( 世韓控股有限公司),,,HKG,Hong Kong,,,,,,,,,,1375877,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400211,"SATURN AGRICULTURE INVESTMENT CO., LIMITED ( 穡騰投資有限公司)",,,HKG,Hong Kong,,,,,,,,,,2460239,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400212,SCL GLOBAL NETWORKS LIMITED,,,HKG,Hong Kong,,,,,,,,,,1217344,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400213,SEENET INTERNATIONAL LIMITED ( 先領國際有限公司),,,HKG,Hong Kong,,,,,,,,,,843941,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400214,SEGI LIMITED,,,HKG,Hong Kong,,,,,,,,,,1013785,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400215,SENO CHINA LIMITED,,,HKG,Hong Kong,,,,,,,,,,2763311,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2019,
240400216,"SEOHAN GLOBIZ HK CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,1512230,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400217,SEOUL AUCTION HONG KONG LIMITED ( 首爾拍賣香港有限公司),,,HKG,Hong Kong,,,,,,,,,,1263917,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400218,SH GLOBAL PARTNERS LIMITED,,,HKG,Hong Kong,,,,,,,,,,1036389,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400219,SHEENBANG GLS LIMITED,,,HKG,Hong Kong,,,,,,,,,,1229916,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2020,
240400220,"SHELLS HOLDINGS CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,2025923,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400221,SHILLA TRAVEL RETAIL DUTY FREE HK LIMITED,,,HKG,Hong Kong,,,,,,,,,,,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2020,
240400222,SHINDONG INTERNATIONAL LIMITED,,,HKG,Hong Kong,,,,,,,,,,567694,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400223,SHUSHU & SASSY INTERNATIONAL LIMITED ( 秀淑國際有限公司),,,HKG,Hong Kong,,,,,,,,,,,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400224,SIMMTECH HONG KONG HOLDINGS LIMITED,,,HKG,Hong Kong,,,,,,,,,,1481663,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400225,SINGSONG (H.K.) LIMITED ( 新松(香港)有限公司),,,HKG,Hong Kong,,,,,,,,,,829484,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400226,"SK BIO ENERGY HONG KONG CO., LIMITED ( 愛思開生物能源 (香港 )有限公司)",,,HKG,Hong Kong,,,,,,,,,,1774341,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400227,SK ENERGY HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,1534469,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400228,"SK ENERGY ROAD INVESTMENT (HK) CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,1170686,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400229,SK GLOBAL CHEMICAL CHINA LIMITED,,,HKG,Hong Kong,,,,,,,,,,2206428,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400230,SK GLOBAL CHEMICAL CHINA LIMITED,,,HKG,Hong Kong,,,,,,,,,,,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400231,SK GLOBAL CHEMICAL INVESTMENT HONG KONG LIMITED ( 愛思開綜合化學投資香港有限公司),,,HKG,Hong Kong,,,,,,,,,,1738371,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400232,SK GLOBAL HEALTHCARE BUSINESS GROUP LIMITED ( 愛思開國際醫療事業集團有限公司),,,HKG,Hong Kong,,,,,,,,,,1800704,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400233,"SK HEALTHCARE CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,1908829,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400234,SK SHIPPING HONG KONG LIMITED ( 愛思開海運 (香港 )有限公司),,,HKG,Hong Kong,,,,,,,,,,1175721,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400235,"SK TELECOM SMART CITY MANAGEMENT CO., LIMITED (  愛思開電訊智能城市管理有限公司)",,,HKG,Hong Kong,,,,,,,,,,1441752,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400236,"SK-VISTA MEDICAL CENTER CO., LIMITED ( 維世達知凱醫療有限公司)",,,HKG,Hong Kong,,,,,,,,,,1934763,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400237,SKYASSET INVESTMENTS HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,2050765,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400238,SL SQUARE INVESTMENT LIMITED,,,HKG,Hong Kong,,,,,,,,,,2290906,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400239,"SM (HZ) CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,1171277,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400240,"SM (TJ) CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,1171271,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400241,"SM (WH) CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,1171263,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400242,SMART2ON LIMITED,,,HKG,Hong Kong,,,,,,,,,,1523848,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400243,SNOW CHINA LIMITED,,,HKG,Hong Kong,,,,,,,,,,2421430,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400244,SORRISO (HONG KONG) LIMITED ( 索里索(香港)有限公司),,,HKG,Hong Kong,,,,,,,,,,1922650,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400245,SPREAD ON LIMITED ( 弘安有限公司),,,HKG,Hong Kong,,,,,,,,,,1000060,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400246,SS INVESTMENT LIMITED,,,HKG,Hong Kong,,,,,,,,,,1242538,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400247,STAR SOLUTION (HK) LIMITED ( 利享科技有限公司),,,HKG,Hong Kong,,,,,,,,,,2502812,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2019,
240400248,STNC HONG KONG HOLDINGS LIMITED,,,HKG,Hong Kong,,,,,,,,,,1719391,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400249,STS (HONG KONG) INVESTMENT COMPANY LIMITED,,,HKG,Hong Kong,,,,,,,,,,1238105,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2020,
240400250,STS (HONG KONG) PROPERTY CONSULTING LIMITED,,,HKG,Hong Kong,,,,,,,,,,1251589,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400251,SUN HEALTHCARE INTERNATIONAL LIMITED ( 宣健國際有限公司),,,HKG,Hong Kong,,,,,,,,,,2191850,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400252,"SUNBOND TECHNOLOGY (HONG KONG) CO., LIMITED ( 亮邦科技(香港)有限公司)",,,HKG,Hong Kong,,,,,,,,,,1123230,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400253,SUPREME SPIRIT LIMITED ( 城峻有限公司),,,HKG,Hong Kong,,,,,,,,,,2382788,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400254,SWIFT HARVEST LIMITED ( 豐捷有限公司),,,HKG,Hong Kong,,,,,,,,,,948747,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400255,SWIFT HARVEST LIMITED ( 豐捷有限公司),,,HKG,Hong Kong,,,,,,,,,,,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400256,TERRA HILL LIMITED,,,HKG,Hong Kong,,,,,,,,,,,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2020,
240400257,TFORM CAREER CONSULTANT COMPANY LIMITED ( 鼎豐事業顧問有限公司),,,HKG,Hong Kong,,,,,,,,,,2703781,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400258,THE HUE GLOBAL LIMITED,,,HKG,Hong Kong,,,,,,,,,,1268852,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400259,THE PRESBYTERIAN CHURCH OF KOREA DONG SHIN (HONG KONG) CHURCH LIMITED ( 大韓耶穌教長老會香港東信教會有限公司),,,HKG,Hong Kong,,,,,,,,,,137274,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2019,
240400260,TJ GLOBAL LIMITED,,,HKG,Hong Kong,,,,,,,,,,1086053,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400261,TJ INTERNATIONAL ASIA LIMITED,,,HKG,Hong Kong,,,,,,,,,,1010011,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400262,"TNPI C&T H.K. CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,1800725,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400263,"TNPI GLOBAL CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,2551784,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400264,"TNPI HK CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,1706794,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400265,TOO COOL FOR SCHOOL (HONG KONG) COSMETICS LIMITED,,,HKG,Hong Kong,,,,,,,,,,2494521,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400266,TRANSGLOBAL CONSULTING (HK) LIMITED,,,HKG,Hong Kong,,,,,,,,,,976423,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400267,TRENDY ELITE LIMITED ( 滙建有限公司),,,HKG,Hong Kong,,,,,,,,,,1885883,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400268,"TRIMMERS INTERNATIONAL CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,1102585,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400269,TRION INTERNATIONAL CORPORATION LIMITED ( 德來漢有限公司),,,HKG,Hong Kong,,,,,,,,,,756615,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400270,TSD GLOBAL HONGKONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,2195681,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400271,TSM GLOBAL LIMITED,,,HKG,Hong Kong,,,,,,,,,,1605999,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400272,TY TCM CENTER (HK) LIMITED ( 天醫堂有限公司),,,HKG,Hong Kong,,,,,,,,,,2612824,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400273,UCG HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,2497514,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400274,UVD ENTERPRISE LIMITED ( 日活企業有限公司),,,HKG,Hong Kong,,,,,,,,,,599265,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400275,VANTIX INVESTMENT LIMITED ( 雄成投資有限公司),,,HKG,Hong Kong,,,,,,,,,,1192308,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400276,VISION TECHNICS (H.K.) LIMITED,,,HKG,Hong Kong,,,,,,,,,,876657,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400277,VISION VIEWER LIMITED,,,HKG,Hong Kong,,,,,,,,,,756927,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400278,WATONG ENTERTAINMENT LIMITED,,,HKG,Hong Kong,,,,,,,,,,2440496,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400279,WEMADE HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,2206351,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400280,WESPIA HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,1519305,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400281,WINIADAEWOO LIMITED,,,HKG,Hong Kong,,,,,,,,,,2771197,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2019,
240400282,WIREBARLEY FINANCE CENTER LIMITED ( 滙寶利金融中心有限公司),,,HKG,Hong Kong,,,,,,,,,,2660157,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400283,WIREBARLEY HONG KONG LIMITED ( 滙寶利香港有限公司),,,HKG,Hong Kong,,,,,,,,,,2660156,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400284,WK ELECTRONICS LIMITED ( 勝遠貿易有限公司),,,HKG,Hong Kong,,,,,,,,,,1639289,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400285,"WOOJEON (H.K.) CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,1093592,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400286,XINAPSE HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,2751499,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400287,XINAPSE HONG KONG LIMITED,,,HKG,Hong Kong,,,,,,,,,,,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2019,
240400288,Y.JACOBS MEDICAL GROUP LIMITED,,,HKG,Hong Kong,,,,,,,,,,2230670,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400289,Y502 LIMITED,,,HKG,Hong Kong,,,,,,,,,,2617465,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through nan,
240400290,"YING-XIN ELECTRONICS CO., LIMITED",,,HKG,Hong Kong,,,,,,,,,,2284592,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400291,"ZERO TO SEVEN TRADING (H.K.) CO., LIMITED ( 零到七貿易(香港)有限公司)",,,HKG,Hong Kong,,,,,,,,,,2206554,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240400292,ZYX TRAVEL (HONG KONG) LIMITED,,,HKG,Hong Kong,,,,,,,,,,2459235,,,Pandora Papers - Il Shin Corporate Consulting Limited,Provider data is current through 2018,
240500495,GALAXIA TRADE CORP,,,VGB,British Virgin Islands,,,,,,,,,,,,,Pandora Papers - Trident Trust,Provider data is current through 2016,
240500514,GLAISTER INVESTMENT LIMITED,,,VGB,British Virgin Islands,,,,,,,,,,,,,Pandora Papers - Trident Trust,Provider data is current through 2016,
240500073,APPLETON TRADE & INVESTMENT LTD,,,VGB,British Virgin Islands,,,,,,,,,,,,,Pandora Papers - Trident Trust,Provider data is current through 2016,
240500211,BULLS TRADE CORPORATION,,,VGB,British Virgin Islands,,,,,,,,,,,,,Pandora Papers - Trident Trust,Provider data is current through 2016,
240500273,CHRYSTIE TRADING INC,,,VGB,British Virgin Islands,,,,,,,,,,,,,Pandora Papers - Trident Trust,Provider data is current through 2016,
240500274,CHRYSTIE TRADING INC,,,,,,,,,,,,,,,,,Pandora Papers - Trident Trust,Provider data is current through 2016,
240500453,FERRYLAKE TRADE & INVEST CORP,,,VGB,British Virgin Islands,,,,,,,,,,,,,Pandora Papers - Trident Trust,Provider data is current through 2016,
